0 1
0.05 0.9989
0.1 0.9947
0.15 0.9865
0.2 0.9714
0.25 0.94674
0.255 0.94024
0.26 0.9395
0.265 0.93702
0.27 0.93292
0.275 0.93082
0.28 0.92334
0.285 0.91864
0.29 0.9141
0.295 0.90998
0.3 0.89954
0.305 0.89588
0.31 0.89086
0.315 0.87592
0.32 0.87246
0.325 0.86274
0.33 0.84518
0.335 0.83746
0.34 0.82258
0.345 0.79994
0.35 0.06206
0.355 0.01906
0.36 0.02242
0.365 0.0179
0.37 0.01788
0.375 0.01356
0.38 0.01994
0.385 0.01918
0.39 0.02314
0.395 0.01242
0.4 0.0161
0.45 0.01544
0.5 0.01624
0.55 0.01332
0.6 0.01278
0.65 0.01438
0.7 0.01136
0.75 0.01064
0.8 0.01156
0.85 0.0108
0.9 0.01064
0.95 0.01108
