0 1
0.05 0.99848
0.1 0.99428
0.15 0.98604
0.2 0.97178
0.25 0.9505
0.3 0.9162
0.305 0.91136
0.31 0.90538
0.315 0.8998
0.32 0.89366
0.325 0.88916
0.33 0.88606
0.335 0.87316
0.34 0.86812
0.345 0.85894
0.35 0.8534
0.355 0.83836
0.36 0.8318
0.365 0.81912
0.37 0.80004
0.375 0.78584
0.38 0.76308
0.385 0.74714
0.39 0.70398
0.395 0.08674
0.4 0.03184
0.405 0.03122
0.41 0.02662
0.415 0.02242
0.42 0.02352
0.425 0.02342
0.43 0.02036
0.435 0.0212
0.44 0.02632
0.445 0.02316
0.45 0.0206
0.5 0.0178
0.55 0.0182
0.6 0.01356
0.65 0.01866
0.7 0.01288
0.75 0.0146
0.8 0.01308
0.85 0.01088
0.9 0.01182
0.95 0.01082
