0 0.91872
0.05 0.99864
0.1 0.99404
0.15 0.986
0.2 0.9714
0.205 0.96906
0.21 0.96786
0.215 0.96758
0.22 0.87312
0.225 0.96238
0.23 0.87624
0.235 0.91348
0.24 0.73536
0.245 0.58572
0.25 0.50894
0.255 0.35344
0.26 0.12062
0.265 0.13954
0.27 0.07696
0.275 0.03576
0.28 0.03624
0.285 0.02484
0.29 0.0269
0.295 0.02632
0.3 0.01854
0.305 0.02336
0.31 0.03036
0.315 0.02646
0.32 0.02304
0.325 0.01838
0.33 0.0226
0.335 0.01944
0.34 0.01828
0.345 0.02094
0.35 0.0176
0.4 0.01424
0.45 0.01258
0.5 0.0141
0.55 0.0122
0.6 0.01306
0.65 0.01022
0.7 0.00974
0.75 0.00952
0.8 0.01298
0.85 0.01002
0.9 0.01052
0.95 0.00824
