0 1
0.05 0.99856
0.1 0.99424
0.15 0.98496
0.2 0.97088
0.205 0.9697
0.21 0.96496
0.215 0.96658
0.22 0.96342
0.225 0.95984
0.23 0.95774
0.235 0.95684
0.24 0.95492
0.245 0.9478
0.25 0.94594
0.255 0.94458
0.26 0.84162
0.265 0.66308
0.27 0.65266
0.275 0.19062
0.28 -0.00076
0.285 0.0009
0.29 0.01028
0.295 0.00238
0.3 -0.0067
0.305 0.00116
0.31 0.004
0.315 -0.00332
0.32 0.00248
0.325 0.00256
0.33 0.00436
0.335 -0.0094
0.34 -0.00332
0.345 0.00054
0.35 -0.00234
0.4 0.00526
0.45 0.00242
0.5 0.0022
0.55 2.00001e-05
0.6 -0.00146
0.65 0.00144
0.7 0.00424
0.75 0.0003
0.8 0.00406
0.85 0.00368
0.9 -0.00264
0.95 0.00184
